Date,Description,Amount,Transaction Type,Category,Account Name
2018-09-03,BP,2.75,debit,Gas & Fuel,Silver Card
2019-08-18,Credit Card Payment,509.82,debit,Credit Card Payment,Checking
2018-09-17,Power Company,60.0,debit,Utilities,Checking
2018-02-26,QuikTrip,35.0,debit,Utilities,Checking
2018-09-21,Credit Card Payment,251.41,debit,Credit Card Payment,Checking
2018-02-26,_RARE_,36.41,debit,Gas & Fuel,Silver Card
2019-01-10,Barbershop,30.0,debit,Haircut,Silver Card
2019-09-12,Grocery Store,2.76,debit,Groceries,Platinum Card
2018-09-06,Grocery Store,49.99,debit,Groceries,Silver Card
2018-02-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-12-09,Barbershop,30.0,debit,Haircut,Platinum Card
2018-07-18,Credit Card Payment,159.19,credit,Credit Card Payment,Platinum Card
2018-06-28,Grocery Store,13.05,debit,Groceries,Platinum Card
2019-05-09,Credit Card Payment,796.13,debit,Credit Card Payment,Checking
2019-02-14,Power Company,60.0,debit,Utilities,Checking
2019-06-06,_RARE_,13.6,debit,Alcohol & Bars,Platinum Card
2018-02-07,Grocery Store,25.67,debit,Groceries,Platinum Card
2019-05-17,Fancy Restaurant,29.84,debit,Restaurants,Platinum Card
2019-03-21,Phone Company,87.99,debit,Mobile Phone,Checking
2018-09-09,Grocery Store,5.55,debit,Groceries,Platinum Card
2018-02-05,Starbucks,3.75,debit,Coffee Shops,Silver Card
2018-11-13,Hardware Store,36.0,debit,Home Improvement,Platinum Card
2018-10-15,Mortgage Payment,1175.0,debit,Mortgage & Rent,Checking
2019-06-16,Power Company,60.0,debit,Utilities,Checking
2019-08-23,BP,31.48,debit,Gas & Fuel,Platinum Card
2019-07-05,Brewing Company,27.0,debit,Alcohol & Bars,Silver Card
2018-12-09,Spotify,10.69,debit,Music,Platinum Card
2019-09-04,Netflix,83.96,debit,Television,Platinum Card
2019-06-04,Netflix,11.76,debit,Movies & DVDs,Silver Card
2018-04-02,Credit Card Payment,257.01,credit,Credit Card Payment,Silver Card
2018-03-10,Phone Company,75.04,debit,Mobile Phone,Checking
2018-09-19,State Farm,75.0,debit,Auto Insurance,Checking
2019-09-02,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
2019-09-05,Credit Card Payment,302.74,debit,Credit Card Payment,Checking
2018-06-05,Credit Card Payment,134.55,credit,Credit Card Payment,Silver Card
2018-01-09,Grocery Store,44.09,debit,Groceries,Silver Card
2018-03-19,Power Company,60.0,debit,Utilities,Checking
2019-01-19,Amazon,56.25,debit,Shopping,Platinum Card
2019-06-12,Credit Card Payment,701.5,debit,Credit Card Payment,Checking
2018-08-04,BP,11.79,debit,Utilities,Checking
2019-03-08,Grocery Store,27.2,debit,Groceries,Silver Card
2018-07-02,Shell,129.91,debit,Restaurants,Platinum Card
2018-03-01,Amazon,13.94,debit,Shopping,Platinum Card
2019-07-17,Pizza Place,28.59,debit,Restaurants,Platinum Card
2018-06-19,Pizza Place,26.44,debit,Restaurants,Platinum Card
2019-05-09,Gas Company,30.0,debit,Utilities,Checking
2018-11-14,Credit Card Payment,544.47,credit,Credit Card Payment,Platinum Card
2019-06-21,Amazon,13.29,debit,Shopping,Platinum Card
2018-10-25,Brewing Company,44.94,debit,Alcohol & Bars,Silver Card
2019-05-27,Internet Service Provider,72.05,debit,Internet,Checking
2018-03-31,Netflix,41.76,debit,Movies & DVDs,Silver Card
2018-05-11,Phone Company,69.42,debit,Mobile Phone,Checking
2019-01-12,Barbershop,60.0,debit,Haircut,Platinum Card
2018-09-10,Phone Company,60.0,debit,Mobile Phone,Checking
2018-09-19,City Water Charges,30.0,debit,Utilities,Checking
2018-10-13,Brewing Company,45.0,debit,Alcohol & Bars,Platinum Card
2018-12-29,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-04-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-05-25,Internet Service Provider,74.99,debit,Internet,Checking
2019-06-13,Brewing Company,44.7,debit,Alcohol & Bars,Silver Card
2019-06-23,Credit Card Payment,109.08,debit,Credit Card Payment,Checking
2018-03-26,Starbucks,4.75,debit,Coffee Shops,Platinum Card
2019-08-03,Credit Card Payment,686.57,debit,Credit Card Payment,Checking
2019-07-10,Credit Card Payment,208.41,credit,Credit Card Payment,Platinum Card
2018-04-04,Netflix,11.96,debit,Movies & DVDs,Platinum Card
2019-07-21,Credit Card Payment,9.41,debit,Credit Card Payment,Checking
2019-01-24,Credit Card Payment,341.76,credit,Credit Card Payment,Platinum Card
2018-09-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-01-14,Credit Card Payment,125.8,debit,Credit Card Payment,Checking
2018-10-28,Credit Card Payment,256.82,debit,Credit Card Payment,Checking
2018-12-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-03-18,State Farm,74.0,debit,Auto Insurance,Checking
2019-05-02,Mortgage Payment,1299.44,debit,Mortgage & Rent,Checking
2018-03-19,Credit Card Payment,588.8,credit,Credit Card Payment,Silver Card
2018-02-08,Grocery Store,11.35,debit,Groceries,Platinum Card
2018-07-09,Gas Company,35.0,debit,Utilities,Checking
2019-02-27,Brunch Restaurant,2.75,debit,Restaurants,Silver Card
2019-03-20,Credit Card Payment,283.23,debit,Credit Card Payment,Checking
2019-08-12,Phone Company,29.4,debit,Mobile Phone,Checking
2018-02-10,Brewing Company,10.69,debit,Music,Platinum Card
2018-12-09,Spotify,2.75,debit,Music,Platinum Card
2018-03-01,Amazon,30.09,debit,Shopping,Platinum Card
2018-02-14,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-01-05,Credit Card Payment,189.75,credit,Credit Card Payment,Platinum Card
2018-05-17,Power Company,60.0,debit,Utilities,Checking
2018-03-23,Credit Card Payment,259.51,credit,Credit Card Payment,Platinum Card
2018-07-02,Internet Service Provider,65.0,debit,Internet,Checking
2018-02-26,Barbershop,247.0,debit,Haircut,Silver Card
2018-09-22,Credit Card Payment,54.49,credit,Credit Card Payment,Platinum Card
2018-06-17,City Water Charges,84.0,debit,Utilities,Checking
2018-01-21,Power Company,60.0,debit,Utilities,Checking
2018-06-23,Credit Card Payment,302.36,credit,Credit Card Payment,Silver Card
2018-03-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-04-18,BP,26.17,debit,Gas & Fuel,Silver Card
2019-07-19,American Tavern,3.0,debit,Alcohol & Bars,Silver Card
2018-06-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-04-24,Grocery Store,20.34,debit,Groceries,Platinum Card
2019-08-17,Credit Card Payment,30.14,debit,Credit Card Payment,Checking
2018-12-20,Credit Card Payment,466.46,credit,Credit Card Payment,Silver Card
2019-01-31,Amazon,11.76,debit,Shopping,Platinum Card
2019-07-22,Credit Card Payment,257.72,debit,Credit Card Payment,Checking
2018-01-23,Grocery Store,4.51,debit,Groceries,Silver Card
2018-01-20,Thai Restaurant,26.63,debit,Restaurants,Silver Card
2018-12-07,Greek Restaurant,33.41,debit,Restaurants,Silver Card
2019-08-15,Credit Card Payment,280.66,debit,Credit Card Payment,Checking
2019-06-01,Credit Card Payment,195.59,debit,Credit Card Payment,Checking
2018-08-02,Credit Card Payment,183.34,debit,Credit Card Payment,Checking
2019-01-06,Shell,37.8,debit,Gas & Fuel,Platinum Card
2019-09-06,Gas Company,30.0,debit,Utilities,Checking
2019-05-10,Thai Restaurant,30.0,debit,Restaurants,Silver Card
2019-07-15,Credit Card Payment,257.08,credit,Credit Card Payment,Silver Card
2019-07-02,Mortgage Payment,1200.48,debit,Mortgage & Rent,Checking
2019-05-11,Credit Card Payment,189.18,debit,Credit Card Payment,Checking
2018-07-12,Hardware Store,63.0,debit,Home Improvement,Silver Card
2019-07-15,Grocery Store,50.76,debit,Groceries,Platinum Card
2018-05-28,Credit Card Payment,341.14,credit,Credit Card Payment,Platinum Card
2019-07-06,Gas Company,30.0,debit,Utilities,Checking
2018-06-26,Credit Card Payment,2.75,debit,Credit Card Payment,Silver Card
2019-07-21,Shell,42.53,debit,Gas & Fuel,Silver Card
2019-08-06,Pizza Place,13.62,debit,_RARE_,Platinum Card
2018-09-23,Hardware Store,26.41,debit,Home Improvement,Silver Card
2019-05-18,Thai Restaurant,23.5,debit,Restaurants,Platinum Card
2018-04-01,_RARE_,8.41,debit,Fast Food,Platinum Card
2019-09-22,Starbucks,11.75,debit,Coffee Shops,Platinum Card
2018-12-08,Hardware Store,58.0,debit,Home Improvement,Platinum Card
2018-10-19,Brunch Restaurant,24.0,debit,Restaurants,Silver Card
2018-05-04,Hardware Store,16.29,debit,Home Improvement,Platinum Card
2018-12-21,_RARE_,6.38,debit,Groceries,Platinum Card
2018-04-11,Power Company,60.0,debit,Utilities,Checking
2019-07-06,Credit Card Payment,330.67,credit,Credit Card Payment,Silver Card
2018-02-15,City Water Charges,65.0,debit,Utilities,Checking
2019-06-19,Amazon,11.95,debit,Shopping,Platinum Card
2018-01-18,Amazon,24.24,debit,Shopping,Platinum Card
2018-02-17,Grocery Store,35.37,debit,Groceries,Platinum Card
2019-02-16,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-08-30,Internet Service Provider,30.0,debit,Internet,Checking
2019-09-22,Internet Service Provider,75.0,debit,Internet,Checking
2019-03-22,Credit Card Payment,365.66,credit,Credit Card Payment,Silver Card
2019-06-18,Grocery Store,23.44,debit,Groceries,Platinum Card
2018-10-10,Grocery Store,2.75,debit,Groceries,Platinum Card
2019-09-15,Grocery Store,13.69,debit,Groceries,Platinum Card
2018-04-19,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-01-09,Spotify,10.69,debit,Music,Platinum Card
2018-10-03,Thai Restaurant,24.54,debit,Restaurants,Platinum Card
2018-01-09,Spotify,10.69,debit,Music,Platinum Card
2019-04-23,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-04-01,Amazon,13.19,debit,Shopping,Platinum Card
2018-12-06,Amazon,47.37,debit,Shopping,Platinum Card
2019-06-10,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2018-06-19,BP,33.52,debit,Gas & Fuel,Silver Card
2018-11-03,American Tavern,56.53,debit,Restaurants,Silver Card
2018-03-04,Internet Service Provider,11.76,debit,Movies & DVDs,Platinum Card
2019-01-02,Mortgage Payment,1107.44,debit,Mortgage & Rent,Checking
2018-03-02,Mortgage Payment,1200.44,debit,Mortgage & Rent,Checking
2018-04-18,Shell,37.55,debit,Gas & Fuel,Platinum Card
2018-12-12,Barbershop,30.0,debit,Haircut,Platinum Card
2018-12-26,Credit Card Payment,758.55,debit,Credit Card Payment,Checking
2019-07-18,Amazon,16.87,debit,Shopping,Platinum Card
2018-07-16,Pizza Place,39.34,debit,Gas & Fuel,Platinum Card
2019-02-04,Netflix,4.0,debit,Television,Platinum Card
2018-10-28,Grocery Store,42.97,debit,Groceries,Silver Card
2018-04-04,Grocery Store,24.66,debit,Groceries,Platinum Card
2018-06-22,Internet Service Provider,44.99,debit,Internet,Checking
2019-08-01,Amazon,3.09,debit,Shopping,Platinum Card
2018-09-13,American Tavern,49.76,debit,Restaurants,Platinum Card
2018-10-21,Credit Card Payment,254.72,credit,Credit Card Payment,Silver Card
2018-07-15,City Water Charges,35.0,debit,Utilities,Checking
2019-02-20,Credit Card Payment,252.61,debit,Credit Card Payment,Checking
2018-11-18,Fancy Restaurant,31.84,debit,Restaurants,Platinum Card
2018-12-05,Shell,38.44,debit,Gas & Fuel,Platinum Card
2019-04-19,City Water Charges,36.4,debit,Utilities,Checking
2018-07-07,Credit Card Payment,351.81,debit,Credit Card Payment,Checking
2019-06-18,American Tavern,25.01,debit,Restaurants,Silver Card
2018-04-16,American Tavern,35.5,debit,Restaurants,Silver Card
2019-02-16,Grocery Store,24.24,debit,Groceries,Platinum Card
2018-01-19,Movie Theater,5.0,debit,Auto Insurance,Checking
2019-04-14,Power Company,73.0,debit,Utilities,Checking
2018-04-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-06-18,Credit Card Payment,262.51,credit,Credit Card Payment,Silver Card
2019-05-23,Credit Card Payment,388.88,debit,Credit Card Payment,Checking
2019-04-15,Power Company,65.0,debit,Utilities,Checking
2018-03-21,Grocery Store,7.62,debit,Groceries,Silver Card
2019-05-17,BP,88.99,debit,Home Improvement,Platinum Card
2019-05-01,Credit Card Payment,501.5,debit,Credit Card Payment,Checking
2018-06-09,Phone Company,65.0,debit,Mobile Phone,Checking
2018-05-20,Shell,34.06,debit,Gas & Fuel,Silver Card
2019-05-04,Credit Card Payment,684.88,debit,Credit Card Payment,Checking
2018-11-16,Power Company,60.0,debit,Utilities,Checking
2019-03-01,Amazon,13.09,debit,Shopping,Platinum Card
2018-09-03,Grocery Store,18.14,debit,Groceries,Platinum Card
2018-10-09,Spotify,10.69,debit,Music,Platinum Card
2019-04-20,Credit Card Payment,351.0,debit,Credit Card Payment,Checking
2019-06-24,Credit Card Payment,328.56,credit,Credit Card Payment,Platinum Card
2018-07-16,City Water Charges,38.0,debit,Utilities,Checking
2019-05-20,Barbershop,38.0,debit,Haircut,Silver Card
2018-05-17,Greek Restaurant,33.4,debit,Restaurants,Silver Card
2019-05-09,Spotify,10.69,debit,Music,Platinum Card
2019-09-09,Gas Company,30.0,debit,Utilities,Checking
2018-08-13,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2019-03-22,BP,34.0,debit,Gas & Fuel,Silver Card
2019-05-04,Netflix,13.0,debit,Television,Platinum Card
2019-03-01,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-08-24,Credit Card Payment,448.09,credit,Credit Card Payment,Silver Card
2018-05-13,Barbershop,35.0,debit,Haircut,Platinum Card
2019-04-30,_RARE_,48.75,debit,Restaurants,Platinum Card
2019-08-08,Credit Card Payment,259.42,debit,Credit Card Payment,Checking
2019-06-22,Credit Card Payment,564.31,credit,Credit Card Payment,Silver Card
2018-07-31,Gas Company,34.0,debit,Utilities,Checking
2019-01-30,Power Company,60.0,debit,Utilities,Checking
2018-04-30,Grocery Store,44.62,debit,Groceries,Silver Card
2018-12-06,Brewing Company,4.4,debit,Alcohol & Bars,Silver Card
2018-03-09,Credit Card Payment,299.12,credit,Credit Card Payment,Platinum Card
2019-08-12,Thai Restaurant,47.79,debit,Restaurants,Platinum Card
2018-06-08,_RARE_,295.64,debit,Restaurants,Platinum Card
2019-03-01,Amazon,116.27,debit,Shopping,Platinum Card
2018-12-06,Grocery Store,3.65,debit,Groceries,Silver Card
2018-11-06,_RARE_,34.44,debit,Restaurants,Platinum Card
2018-04-01,American Tavern,25.0,debit,Restaurants,Platinum Card
2018-06-02,Starbucks,13.0,debit,Coffee Shops,Platinum Card
2018-11-17,Credit Card Payment,906.81,credit,Credit Card Payment,Platinum Card
2019-07-15,Credit Card Payment,105.0,credit,Credit Card Payment,Silver Card
2019-09-02,State Farm,75.0,debit,Auto Insurance,Checking
2018-04-15,Credit Card Payment,259.17,debit,Credit Card Payment,Checking
2018-06-25,Internet Service Provider,75.0,debit,Internet,Checking
2018-04-16,Netflix,8.9,debit,Television,Platinum Card
2019-05-27,Grocery Store,37.84,debit,Groceries,Silver Card
2019-08-14,Grocery Store,22.33,debit,Groceries,Platinum Card
2018-06-17,Amazon,14.95,debit,Shopping,Platinum Card
2019-06-16,Greek Restaurant,46.87,debit,Restaurants,Silver Card
2018-04-16,Credit Card Payment,995.03,debit,Credit Card Payment,Checking
2018-12-28,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-04-17,Brewing Company,25.0,debit,Alcohol & Bars,Silver Card
2019-01-14,Credit Card Payment,703.51,credit,Credit Card Payment,Platinum Card
2019-07-25,Shell,39.9,debit,Gas & Fuel,Silver Card
2018-07-02,Shell,42.24,debit,Gas & Fuel,Silver Card
2018-12-14,Credit Card Payment,252.82,credit,Credit Card Payment,Platinum Card
2019-06-21,American Tavern,26.99,debit,Restaurants,Silver Card
2018-01-10,Phone Company,65.0,debit,Mobile Phone,Checking
2019-07-08,Shell,38.21,debit,Gas & Fuel,Platinum Card
2018-02-20,Starbucks,7.0,debit,Coffee Shops,Platinum Card
2018-01-06,Barbershop,1250.4,credit,Credit Card Payment,Silver Card
2018-01-08,Hardware Store,38.46,debit,Home Improvement,Platinum Card
2018-03-25,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-02-08,Grocery Store,11.76,debit,Groceries,Silver Card
2019-02-15,Internet Service Provider,10.0,debit,Utilities,Checking
2019-02-04,Netflix,5.0,debit,Auto Insurance,Checking
2018-01-15,Hardware Store,49.79,debit,Home Improvement,Platinum Card
2019-04-06,Amazon,26.51,debit,Shopping,Platinum Card
2018-04-03,Credit Card Payment,946.31,credit,Credit Card Payment,Silver Card
2019-06-20,City Water Charges,35.0,debit,Utilities,Checking
2018-06-17,Power Company,30.0,debit,Utilities,Checking
2019-07-17,Credit Card Payment,260.4,credit,Credit Card Payment,Platinum Card
2018-10-17,City Water Charges,35.0,debit,Utilities,Checking
2018-07-26,American Tavern,25.24,debit,Restaurants,Silver Card
2019-07-12,Power Company,60.0,debit,Utilities,Checking
2018-11-12,Greek Restaurant,22.33,debit,Restaurants,Platinum Card
2019-07-22,Internet Service Provider,75.0,debit,Internet,Checking
2019-08-01,Amazon,13.19,debit,Shopping,Platinum Card
2019-09-11,Barbershop,30.4,debit,Haircut,Platinum Card
2018-11-23,Grocery Store,8.56,debit,Groceries,Platinum Card
2019-01-04,Power Company,60.0,debit,Utilities,Checking
2018-12-21,Grocery Store,3.84,debit,Groceries,Platinum Card
2018-04-24,Grocery Store,6.75,debit,Groceries,Platinum Card
2019-06-11,Grocery Store,9.92,debit,Groceries,Platinum Card
2018-04-20,Credit Card Payment,312.85,debit,Credit Card Payment,Checking
2018-02-06,_RARE_,33.15,debit,Restaurants,Platinum Card
2019-03-15,Power Company,60.0,debit,Utilities,Checking
2018-03-04,Netflix,11.76,debit,Television,Platinum Card
2018-04-30,Credit Card Payment,2250.0,debit,Credit Card Payment,Checking
2019-09-22,_RARE_,4.46,debit,Gas & Fuel,Platinum Card
2018-02-26,State Farm,65.0,debit,Auto Insurance,Checking
2018-06-09,Spotify,10.69,debit,Music,Platinum Card
2018-11-03,_RARE_,24.57,debit,Restaurants,Silver Card
2018-08-12,Credit Card Payment,9.1,credit,Credit Card Payment,Platinum Card
2018-05-09,Phone Company,39.0,debit,Mobile Phone,Checking
2018-09-01,Amazon,73.17,debit,Shopping,Platinum Card
2018-12-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-11-25,Hardware Store,50.69,debit,Home Improvement,Checking
2019-04-30,Shell,32.06,debit,Gas & Fuel,Silver Card
2018-05-19,Brewing Company,19.4,debit,Alcohol & Bars,Platinum Card
2018-11-28,Credit Card Payment,659.76,credit,Credit Card Payment,Platinum Card
2018-05-05,Greek Restaurant,24.45,debit,Movies & DVDs,Platinum Card
2019-07-08,Grocery Store,11.02,debit,Groceries,Silver Card
2018-06-04,Phone Company,65.04,debit,Mobile Phone,Checking
2019-01-12,Amazon,16.7,debit,Shopping,Platinum Card
2019-06-05,Amazon,95.11,debit,Shopping,Platinum Card
2018-07-06,Grocery Store,53.09,debit,Groceries,Platinum Card
2018-11-18,Amazon,49.84,debit,Shopping,Platinum Card
2018-01-09,Barbershop,30.0,debit,Haircut,Platinum Card
2018-12-07,Credit Card Payment,851.26,debit,Credit Card Payment,Checking
2018-02-08,BP,35.08,debit,Gas & Fuel,Platinum Card
2018-10-08,Brewing Company,16.53,debit,Movies & DVDs,Platinum Card
2018-03-09,Spotify,10.69,debit,Music,Platinum Card
2018-06-07,Biweekly Paycheck,2200.0,credit,Paycheck,Checking
2018-10-04,Netflix,11.44,debit,Movies & DVDs,Platinum Card
2019-06-04,Grocery Store,12.74,debit,Groceries,Silver Card
2018-11-26,Amazon,74.99,debit,Shopping,Platinum Card
2019-06-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-04-16,Brewing Company,27.0,debit,Alcohol & Bars,Silver Card
2019-03-14,Credit Card Payment,452.4,debit,Credit Card Payment,Checking
2018-01-22,Brunch Restaurant,27.74,debit,Restaurants,Silver Card
2018-03-14,Grocery Store,44.46,debit,Groceries,Silver Card
2018-12-17,City Water Charges,35.0,debit,Utilities,Checking
2018-01-16,Biweekly Paycheck,2200.0,credit,Paycheck,Checking
2018-08-15,Biweekly Paycheck,2070.0,credit,Paycheck,Checking
2019-03-04,BP,30.56,debit,Gas & Fuel,Silver Card
2019-03-14,Amazon,5.69,debit,Home Improvement,Platinum Card
2019-04-30,American Tavern,40.0,debit,Restaurants,Silver Card
2018-12-02,Mortgage Payment,1110.0,debit,Mortgage & Rent,Checking
2019-09-13,Amazon,26.69,debit,Home Improvement,Platinum Card
2018-12-06,Amazon,47.92,debit,Shopping,Platinum Card
2018-12-02,Credit Card Payment,750.68,credit,Credit Card Payment,Platinum Card
2018-11-14,City Water Charges,30.0,debit,Utilities,Checking
